Background,Genotype,Stage,Replicate,O2,Iinc ,Ca,Ci,A,Phi2,VPDleaf,gs,E,Tleaf
WYJ,G,Flowering,3,21,1000.09,373.45,299.9,25.28,0.4377,0.96,0.3697,0.0057,25
WYJ,G,Flowering,3,21,500.14,380.73,319.68,17.97,0.5453,0.96,0.3225,0.0049,25.01
WYJ,G,Flowering,3,21,280.25,387.17,338.93,11.69,0.6026,0.96,0.274,0.0042,24.99
WYJ,G,Flowering,3,21,150.17,392.21,351.87,6.91,0.6418,0.98,0.2003,0.0031,25
WYJ,G,Flowering,3,21,99.82,394.73,356.37,4.68,0.6636,0.99,0.1447,0.0023,25
WYJ,G,Flowering,3,21,79.78,395.82,359.63,3.63,0.6764,0.99,0.1204,0.0019,24.98
WYJ,G,Flowering,3,21,50.07,397.16,371.02,2.31,0.6931,1.01,0.1161,0.0019,24.99
WYJ,G,Flowering,3,21,1000.22,373.09,303.07,25.42,0.4444,0.98,0.3926,0.0061,24.98
WYJ,G,Flowering,3,21,1000.16,232.1,185.31,17.13,0.4156,0.97,0.3935,0.0061,25.01
WYJ,G,Flowering,3,21,1000.09,139.95,113.85,9.68,0.3732,0.97,0.401,0.0062,25
WYJ,G,Flowering,3,21,1000.06,76.27,66.29,3.66,0.3224,0.97,0.4121,0.0064,24.99
WYJ,G,Flowering,3,21,1000.04,49.05,46.13,0.92,0.2929,0.97,0.4205,0.0065,24.99
WYJ,G,Flowering,3,21,1000.01,375.76,306.9,22.82,0.4148,0.99,0.3597,0.0057,25.03
WYJ,G,Flowering,3,21,999.99,374.83,295.29,24.08,0.4212,0.99,0.3243,0.0051,24.99
WYJ,G,Flowering,3,21,999.99,374.7,292.75,24.27,0.4309,0.99,0.3166,0.005,24.99
WYJ,G,Flowering,3,21,1000.02,619.39,518.3,28.37,0.4318,1,0.3083,0.0049,25
WYJ,G,Flowering,3,21,1000.02,969.05,860.81,27.05,0.4006,1,0.2889,0.0046,25
WYJ,G,Flowering,3,21,1000.26,1467.93,1347.71,26.24,0.3785,1,0.2688,0.0043,25.01
WYJ,G,Flowering,3,2,280,983.26,798.77,15.49,0.5606,1.01,0.0911,0.0015,25
WYJ,G,Flowering,3,2,149.92,990.62,833.89,8.53,0.5932,1.02,0.0602,0.001,25
WYJ,G,Flowering,3,2,99.81,993.58,857.05,5.72,0.6126,1.03,0.0472,0.0008,25.01
WYJ,G,Flowering,3,2,80.04,995,873.04,4.34,0.6276,1.04,0.0408,0.0007,25.01
WYJ,G,Flowering,3,2,50.05,996.68,903.17,2.6,0.6537,1.04,0.0335,0.0006,25
WYJ,G,Flowering,4,21,0.02,400.5,420.2,-0.48,#DIV/0!,1.05,0.018,0.0003,25
WYJ,G,Flowering,4,21,1999.92,365.59,296.56,32.37,0.2981,0.99,0.507,0.0079,25
WYJ,G,Flowering,4,21,1499.88,367.53,298.16,30.61,0.3629,0.97,0.4765,0.0073,25
WYJ,G,Flowering,4,21,999.94,370.96,304.79,27.23,0.4496,0.96,0.4462,0.0068,25
WYJ,G,Flowering,4,21,500.2,379.28,324.84,19.16,0.5556,0.95,0.3899,0.0059,25.02
WYJ,G,Flowering,4,21,280.19,386.16,344.39,12.31,0.6119,0.96,0.34,0.0052,25
WYJ,G,Flowering,4,21,150.03,391.56,360.76,7.05,0.6479,0.97,0.2821,0.0044,25
WYJ,G,Flowering,4,21,99.95,394.1,365.9,4.83,0.6703,0.99,0.2179,0.0035,25.01
WYJ,G,Flowering,4,21,79.93,395.37,367.12,3.73,0.6842,1.01,0.1693,0.0028,25.02
WYJ,G,Flowering,4,21,49.92,397.02,374.27,2.25,0.7011,1.02,0.137,0.0023,25
WYJ,G,Flowering,4,21,1000.08,370.87,302.68,27.35,0.4638,0.97,0.4342,0.0067,24.99
WYJ,G,Flowering,4,21,1000.01,230.32,184.42,18.76,0.4371,0.96,0.439,0.0067,24.99
WYJ,G,Flowering,4,21,999.91,138.77,112.79,10.73,0.3991,0.96,0.4461,0.0068,24.98
WYJ,G,Flowering,4,21,999.83,75.7,65.73,4.11,0.345,0.96,0.462,0.007,25
WYJ,G,Flowering,4,21,1000.07,48.93,45.99,1.06,0.3123,0.96,0.4787,0.0073,24.99
WYJ,G,Flowering,4,21,1000.02,372.87,304.73,25.48,0.4378,0.98,0.4053,0.0063,25.02
WYJ,G,Flowering,4,21,1000,371.56,297.27,26.88,0.4483,0.98,0.3889,0.006,24.99
WYJ,G,Flowering,4,21,999.98,371.45,295.43,27.09,0.455,0.97,0.3824,0.0059,24.99
WYJ,G,Flowering,4,21,999.91,616.97,525.45,30.16,0.4482,0.98,0.3653,0.0057,25.01
WYJ,G,Flowering,4,21,999.89,966.3,867.42,29.03,0.4154,0.99,0.3438,0.0054,25.01
WYJ,G,Flowering,4,21,1000.09,1465.04,1357.18,27.85,0.3946,0.99,0.3253,0.0051,24.99
WYJ,G,Flowering,4,2,280.17,982.69,797.15,15.98,0.5719,1.03,0.0935,0.0015,24.99
WYJ,G,Flowering,4,2,149.99,990.6,801.58,8.7,0.6024,1.04,0.05,0.0008,25
WYJ,G,Flowering,4,2,100.2,993.71,814.43,5.7,0.6203,1.04,0.0347,0.0006,24.98
WYJ,G,Flowering,4,2,80.16,995.17,842.16,4.17,0.6333,1.05,0.0304,0.0005,25
WYJ,G,Flowering,4,2,49.9,997.05,880.07,2.48,0.6565,1.05,0.0245,0.0004,25
WYJ,Y,Flowering,1,21,0.02,400.34,420.03,-0.38,#DIV/0!,1.05,0.0143,0.0002,25
WYJ,Y,Flowering,1,21,1999.9,372.73,318.03,26.82,0.3006,0.97,0.5423,0.0082,25
WYJ,Y,Flowering,1,21,1500,374.87,322.97,24.64,0.3617,0.94,0.5273,0.0078,25.01
WYJ,Y,Flowering,1,21,999.96,378.78,331.02,20.63,0.4341,0.92,0.4845,0.0071,25
WYJ,Y,Flowering,1,21,500.04,386.32,349.97,12.75,0.5122,0.91,0.4109,0.0059,25.01
WYJ,Y,Flowering,1,21,279.85,391.37,363.57,7.61,0.5478,0.92,0.3415,0.005,25.01
WYJ,Y,Flowering,1,21,150.01,394.88,374.76,4.04,0.5695,0.94,0.2818,0.0042,25.01
WYJ,Y,Flowering,1,21,99.9,396.68,379.12,2.45,0.5806,0.98,0.2128,0.0033,25
WYJ,Y,Flowering,1,21,80.16,397.68,372.97,1.96,0.588,1.02,0.1067,0.0017,25.02
WYJ,Y,Flowering,1,21,49.85,398.87,362.9,1.09,0.5923,1.04,0.0369,0.0006,25
WYJ,Y,Flowering,1,21,999.95,380.06,318.22,19.8,0.4297,0.97,0.3505,0.0054,25
WYJ,Y,Flowering,1,21,1000.13,235.5,191.93,14.65,0.4147,0.96,0.3634,0.0055,25
WYJ,Y,Flowering,1,21,1000.1,141.03,115.22,9.24,0.4024,0.95,0.3872,0.0059,24.99
WYJ,Y,Flowering,1,21,999.77,76.31,66.26,3.77,0.3762,0.95,0.4197,0.0063,24.99
WYJ,Y,Flowering,1,21,999.99,49.05,46.1,0.99,0.3553,0.94,0.4409,0.0066,25
WYJ,Y,Flowering,1,21,999.92,379.24,325.74,20.31,0.4342,0.95,0.4215,0.0064,25.01
WYJ,Y,Flowering,1,21,1000.13,379.6,319.15,20.24,0.4294,0.97,0.3675,0.0056,25.02
WYJ,Y,Flowering,1,21,1000.1,379.44,316.28,20.52,0.4337,0.96,0.3546,0.0054,24.99
WYJ,Y,Flowering,1,21,1000.05,624.63,541.83,24.51,0.4437,0.97,0.3321,0.0051,25.01
WYJ,Y,Flowering,1,21,1000.03,972.29,876.19,25.36,0.4342,0.97,0.3101,0.0048,24.99
WYJ,Y,Flowering,1,21,1000,1469.84,1359.08,25.93,0.4304,0.98,0.2921,0.0045,25
WYJ,Y,Flowering,1,2,280.11,988.35,898.55,10.37,0.5234,1.01,0.1391,0.0022,25
WYJ,Y,Flowering,1,2,149.95,993.86,904.36,5.38,0.536,1.03,0.0729,0.0012,25
WYJ,Y,Flowering,1,2,100.15,996.19,886.75,3.41,0.5414,1.04,0.0364,0.0006,24.99
WYJ,Y,Flowering,1,2,79.89,997.05,868.26,2.69,0.5472,1.05,0.0238,0.0004,25
WYJ,Y,Flowering,1,2,49.85,998.34,908.86,1.46,0.5612,1.05,0.0199,0.0003,25
WYJ,Y,Flowering,2,21,0.02,400.32,407.99,-0.31,#DIV/0!,1.03,0.0214,0.0004,25.02
WYJ,Y,Flowering,2,21,1999.9,371.68,313.03,28.1,0.3072,0.98,0.5263,0.0081,25
WYJ,Y,Flowering,2,21,1500.06,373.46,317.71,26.22,0.3722,0.95,0.5184,0.0078,25.01
WYJ,Y,Flowering,2,21,1000.11,377.19,326.68,22.37,0.4593,0.93,0.4935,0.0073,25.01
WYJ,Y,Flowering,2,21,499.98,384.88,348.01,14.16,0.5626,0.92,0.4487,0.0065,25.01
WYJ,Y,Flowering,2,21,280,390.08,362.55,8.83,0.6126,0.92,0.3998,0.0058,25.01
WYJ,Y,Flowering,2,21,149.98,393.99,374.34,4.76,0.6398,0.93,0.3401,0.005,25.01
WYJ,Y,Flowering,2,21,100.07,395.82,377.89,3.18,0.6541,0.95,0.2627,0.004,25.02
WYJ,Y,Flowering,2,21,79.9,396.8,377.75,2.48,0.6594,0.97,0.1899,0.0029,25.02
WYJ,Y,Flowering,2,21,50.21,397.94,382.04,1.47,0.6629,0.99,0.151,0.0024,25
WYJ,Y,Flowering,2,21,1000.13,374.37,318.25,25.41,0.5136,0.93,0.4979,0.0073,24.98
WYJ,Y,Flowering,2,21,1000.1,231.66,191.59,18.54,0.4924,0.93,0.5016,0.0074,25
WYJ,Y,Flowering,2,21,1000.03,138.9,114.89,11.35,0.4691,0.93,0.5124,0.0075,25
WYJ,Y,Flowering,2,21,1000.01,75.61,66.08,4.49,0.4332,0.93,0.5281,0.0077,25
WYJ,Y,Flowering,2,21,999.93,48.81,45.91,1.19,0.4037,0.92,0.5406,0.0079,24.99
WYJ,Y,Flowering,2,21,999.87,375.08,323.73,24.48,0.5055,0.93,0.5296,0.0078,25.01
WYJ,Y,Flowering,2,21,999.85,374.64,319.46,25.08,0.5012,0.93,0.5008,0.0074,25.01
WYJ,Y,Flowering,2,21,1000.15,374.15,316.91,25.65,0.5138,0.93,0.4917,0.0072,25
WYJ,Y,Flowering,2,21,1000.11,619.11,547.3,29.54,0.5129,0.94,0.468,0.007,25.01
WYJ,Y,Flowering,2,21,999.83,967.24,886.57,29.37,0.4917,0.94,0.4393,0.0066,24.99
WYJ,Y,Flowering,2,21,1000.08,1464.15,1372.14,29.69,0.4846,0.95,0.4195,0.0063,25
WYJ,Y,Flowering,2,2,280.16,984.05,933.17,12.4,0.6072,0.94,0.3391,0.0051,25
WYJ,Y,Flowering,2,2,150.07,990.02,952.16,6.56,0.6087,0.95,0.2835,0.0043,25.01
WYJ,Y,Flowering,2,2,100.13,993.28,958.08,4,0.6085,0.98,0.1995,0.0031,25
WYJ,Y,Flowering,2,2,79.96,995.17,949.73,3.34,0.6093,1.01,0.1126,0.0018,25.02
WYJ,Y,Flowering,2,2,50,997.67,942.57,1.69,0.6108,1.04,0.0435,0.0007,25.01
WYJ,Y,Flowering,3,21,0.02,400.53,418.5,-0.51,#DIV/0!,1.02,0.0206,0.0003,25
WYJ,Y,Flowering,3,21,1999.96,372.61,311.75,25.79,0.2988,1.01,0.4656,0.0074,25.02
WYJ,Y,Flowering,3,21,1500.09,375.35,315.17,23.22,0.3535,0.99,0.4239,0.0066,25.01
WYJ,Y,Flowering,3,21,999.94,379.42,322.49,19.34,0.4249,0.98,0.3759,0.0059,25.01
WYJ,Y,Flowering,3,21,500,386.95,344.92,11.77,0.5023,0.97,0.3234,0.005,25
WYJ,Y,Flowering,3,21,280.02,391.68,360.37,7.02,0.5421,0.98,0.2762,0.0043,25.01
WYJ,Y,Flowering,3,21,149.86,395.23,369.09,3.83,0.5655,1.02,0.1923,0.0031,25.01
WYJ,Y,Flowering,3,21,99.95,397.18,366.46,2.44,0.5788,1.04,0.1003,0.0017,25
WYJ,Y,Flowering,3,21,79.92,398.22,359.52,1.61,0.5859,1.05,0.05,0.0008,24.99
WYJ,Y,Flowering,3,21,50.12,398.91,353.76,1.08,0.5926,1.05,0.028,0.0005,25
WYJ,Y,Flowering,3,21,1000.01,377.53,329.16,20.72,0.4529,0.95,0.481,0.0072,24.99
WYJ,Y,Flowering,3,21,999.92,233.45,198.75,15.65,0.4386,0.95,0.4978,0.0075,24.99
WYJ,Y,Flowering,3,21,999.86,139.76,118.37,9.81,0.4161,0.94,0.5041,0.0075,24.99
WYJ,Y,Flowering,3,21,1000.11,75.83,67.07,4.01,0.3843,0.94,0.5215,0.0077,24.99
WYJ,Y,Flowering,3,21,1000.08,48.89,46.18,1.08,0.3604,0.93,0.5393,0.008,24.98
WYJ,Y,Flowering,3,21,999.98,377.9,332.15,20.27,0.4439,0.95,0.5016,0.0075,25.03
WYJ,Y,Flowering,3,21,999.95,378.07,327.39,20.36,0.4406,0.96,0.449,0.0068,24.97
WYJ,Y,Flowering,3,21,999.95,377.81,324.39,20.72,0.4481,0.97,0.4314,0.0066,25
WYJ,Y,Flowering,3,21,999.93,623.06,553.48,24.14,0.4511,0.98,0.3993,0.0062,25.01
WYJ,Y,Flowering,3,21,999.88,970.53,890.3,24.9,0.4423,0.98,0.3785,0.0059,25
WYJ,Y,Flowering,3,21,999.89,1467.39,1375.15,25.3,0.4405,0.98,0.3614,0.0056,25
WYJ,Y,Flowering,3,2,279.8,987.93,917.38,9.59,0.5281,1.02,0.1743,0.0028,24.99
WYJ,Y,Flowering,3,2,149.89,993.63,925.35,4.95,0.5374,1.03,0.0944,0.0016,25.01
WYJ,Y,Flowering,3,2,100.24,996.17,901,3.15,0.5424,1.04,0.0397,0.0007,24.99
WYJ,Y,Flowering,3,2,79.91,997.15,888.97,2.45,0.548,1.04,0.0265,0.0004,24.99
WYJ,Y,Flowering,3,2,49.82,998.4,921.03,1.24,0.5524,1.04,0.0202,0.0003,24.99
WYJ,Y,Flowering,4,21,0.02,400.47,438.57,-0.45,#DIV/0!,1.05,0.0099,0.0002,25
WYJ,Y,Flowering,4,21,1999.96,370.79,316.86,28.29,0.3176,0.96,0.5807,0.0088,24.99
WYJ,Y,Flowering,4,21,1499.94,373.36,320.33,25.78,0.3777,0.95,0.5391,0.0081,25.01
WYJ,Y,Flowering,4,21,999.95,377.72,329.26,21.43,0.4538,0.94,0.4961,0.0074,24.99
WYJ,Y,Flowering,4,21,500.23,385.81,350.76,12.91,0.527,0.93,0.4362,0.0065,25
WYJ,Y,Flowering,4,21,280,391.03,364.68,7.65,0.562,0.95,0.3703,0.0056,25.02
WYJ,Y,Flowering,4,21,149.97,394.84,374.52,4.03,0.5857,0.98,0.2825,0.0044,24.99
WYJ,Y,Flowering,4,21,100.05,396.71,377.96,2.42,0.5943,1.01,0.1941,0.0031,24.99
WYJ,Y,Flowering,4,21,80.05,397.5,378.92,1.83,0.5974,1.02,0.1495,0.0024,24.99
WYJ,Y,Flowering,4,21,49.97,398.38,385.2,0.98,0.5967,1.02,0.1444,0.0024,24.99
WYJ,Y,Flowering,4,21,999.96,377.1,332.24,21.77,0.4653,0.91,0.5478,0.0079,25
WYJ,Y,Flowering,4,21,999.89,233.15,201.68,16.36,0.4461,0.91,0.5772,0.0083,24.99
WYJ,Y,Flowering,4,21,1000.11,139.61,120.36,10.17,0.4241,0.9,0.5846,0.0084,25
WYJ,Y,Flowering,4,21,1000.05,75.81,67.9,4.11,0.3871,0.91,0.5975,0.0086,24.99
WYJ,Y,Flowering,4,21,1000.02,48.88,46.41,1.09,0.3607,0.9,0.6086,0.0087,25
WYJ,Y,Flowering,4,21,999.94,377.57,337.25,21.01,0.4522,0.91,0.5971,0.0086,25.01
WYJ,Y,Flowering,4,21,1000.2,377.37,333.72,21.37,0.4524,0.92,0.5554,0.0081,25.01
WYJ,Y,Flowering,4,21,999.91,377,331.63,21.86,0.4571,0.92,0.5437,0.0079,25
WYJ,Y,Flowering,4,21,1000.12,622.52,565.49,24.88,0.4595,0.93,0.5151,0.0076,25
WYJ,Y,Flowering,4,21,1000.1,969.63,903.45,25.56,0.4479,0.93,0.4888,0.0072,24.99
WYJ,Y,Flowering,4,21,999.81,1466.33,1390.54,25.61,0.4463,0.94,0.4694,0.007,24.99
WYJ,Y,Flowering,4,2,279.87,986.61,938.13,9.75,0.529,0.97,0.2907,0.0045,25
WYJ,Y,Flowering,4,2,150,991.92,953.58,5.06,0.5405,1,0.222,0.0035,25.01
WYJ,Y,Flowering,4,2,100.08,994.69,959.82,2.99,0.5442,1.02,0.1586,0.0026,25.01
WYJ,Y,Flowering,4,2,80.07,996.03,953.92,2.48,0.5435,1.04,0.0964,0.0016,24.98
WYJ,Y,Flowering,4,2,49.98,998.1,959.38,1.08,0.5375,1.05,0.0488,0.0008,25.01
ZF,C,Flowering,1,21,0.02,400.53,425.55,-0.51,#DIV/0!,1.04,0.0161,0.0003,24.99
ZF,C,Flowering,1,21,1999.82,378.09,299.28,18.77,0.1629,1.11,0.2578,0.0046,25.02
ZF,C,Flowering,1,21,1500.11,378.58,295.27,18.46,0.2237,1.07,0.2381,0.0041,25.03
ZF,C,Flowering,1,21,999.97,379.67,293.02,17.63,0.3283,1.03,0.2175,0.0036,25.01
ZF,C,Flowering,1,21,500.23,383,294.29,14.78,0.5048,1.01,0.1777,0.0029,25.01
ZF,C,Flowering,1,21,280.2,387.87,301.23,10.55,0.6096,1.02,0.1302,0.0021,25.02
ZF,C,Flowering,1,21,150,393.28,312.34,5.89,0.6584,1.04,0.0785,0.0013,25.01
ZF,C,Flowering,1,21,99.92,395.87,309.3,3.67,0.677,1.04,0.0455,0.0008,25
ZF,C,Flowering,1,21,79.88,396.88,316.31,2.78,0.6885,1.06,0.0373,0.0006,25.01
ZF,C,Flowering,1,21,49.91,397.96,334.82,1.84,0.7014,1.05,0.0323,0.0005,25
ZF,C,Flowering,1,21,1000.02,378.76,310.26,18,0.33,1.03,0.2866,0.0047,24.99
ZF,C,Flowering,1,21,999.86,236.66,193.37,11.44,0.278,1.03,0.2876,0.0047,25.01
ZF,C,Flowering,1,21,1000.02,142.74,120.16,6.27,0.2149,1.02,0.3067,0.005,24.97
ZF,C,Flowering,1,21,999.97,77.44,69.23,2.27,0.1646,1.01,0.3228,0.0052,25.01
ZF,C,Flowering,1,21,1000.15,49.41,46.9,0.58,0.1425,1,0.334,0.0053,25
ZF,C,Flowering,1,21,1000.03,383.59,273.1,14.45,0.2853,1.1,0.1381,0.0025,25.07
ZF,C,Flowering,1,21,1000.02,384.11,271.41,13.97,0.293,1.08,0.1306,0.0023,24.97
ZF,C,Flowering,1,21,1000.01,383.98,272.83,14.06,0.3018,1.08,0.1333,0.0023,25
ZF,C,Flowering,1,21,1000,625.67,468.92,21.05,0.3431,1.08,0.1429,0.0025,24.99
ZF,C,Flowering,1,21,999.96,972.12,788.38,23.42,0.3412,1.08,0.1391,0.0024,25.02
ZF,C,Flowering,1,21,1000.19,1471.83,1255.89,22.79,0.3205,1.09,0.1187,0.0021,25.01
ZF,C,Flowering,1,2,280.18,981.77,815.69,15.18,0.574,1.04,0.1005,0.0017,24.99
ZF,C,Flowering,1,2,149.98,989.23,861.04,8.65,0.6103,1.05,0.0769,0.0013,25
ZF,C,Flowering,1,2,100.15,992.64,880.44,5.74,0.6284,1.05,0.0596,0.001,25
ZF,C,Flowering,1,2,80.13,993.78,902.11,4.57,0.6449,1.05,0.0604,0.001,24.99
ZF,C,Flowering,1,2,49.89,996.1,927.69,2.65,0.6589,1.04,0.0507,0.0009,24.99
ZF,C,Flowering,2,21,0.02,400.5,416.89,-0.48,#DIV/0!,1.05,0.0206,0.0003,24.98
ZF,C,Flowering,2,21,2000.08,378.38,309.81,18.69,0.1419,1.1,0.2988,0.0052,25
ZF,C,Flowering,2,21,1500,378.65,305.35,18.64,0.1956,1.07,0.2764,0.0047,25.02
ZF,C,Flowering,2,21,1000.18,379.26,300.97,18.27,0.3056,1.04,0.2517,0.0042,25.03
ZF,C,Flowering,2,21,499.99,381.81,301.32,16.11,0.5175,1,0.2148,0.0034,25.01
ZF,C,Flowering,2,21,280.11,386.48,312.7,11.84,0.6318,1.01,0.1738,0.0028,25.02
ZF,C,Flowering,2,21,150.03,392.12,326.37,6.91,0.6782,1.02,0.1154,0.0019,24.99
ZF,C,Flowering,2,21,99.98,395.03,329.27,4.4,0.694,1.04,0.0738,0.0012,24.99
ZF,C,Flowering,2,21,79.95,396.26,328.62,3.38,0.7027,1.05,0.055,0.0009,25.01
ZF,C,Flowering,2,21,49.97,397.73,340.8,2.07,0.7126,1.06,0.0409,0.0007,25
ZF,C,Flowering,2,21,999.97,379.71,304.31,17.75,0.3036,1.05,0.2548,0.0043,25.01
ZF,C,Flowering,2,21,1000.14,237.63,189.87,10.94,0.2369,1.04,0.2476,0.0041,24.98
ZF,C,Flowering,2,21,1000.1,143.43,119.41,5.84,0.18,1.03,0.2675,0.0044,24.99
ZF,C,Flowering,2,21,1000.08,77.62,69.14,2.16,0.1417,1.02,0.2964,0.0048,24.99
ZF,C,Flowering,2,21,1000.07,49.47,47.04,0.52,0.127,1.01,0.3168,0.0051,25
ZF,C,Flowering,2,21,999.99,382.78,279.09,15.38,0.2636,1.11,0.1573,0.0028,25.08
ZF,C,Flowering,2,21,999.98,382.57,283.92,15.59,0.276,1.07,0.1677,0.0029,24.98
ZF,C,Flowering,2,21,999.99,382.03,287.96,16.01,0.2834,1.06,0.1812,0.0031,24.99
ZF,C,Flowering,2,21,1000.01,623.65,497.79,22.94,0.3297,1.06,0.1972,0.0034,25
ZF,C,Flowering,2,21,999.96,970.82,826.22,24.5,0.3243,1.06,0.1895,0.0032,25.02
ZF,C,Flowering,2,21,999.96,1470.4,1305.83,23.65,0.3037,1.07,0.168,0.0029,24.99
ZF,C,Flowering,2,2,280.13,981.7,702.91,16.21,0.5887,1.06,0.0613,0.001,24.99
ZF,C,Flowering,2,2,150.01,990.78,670.94,8.21,0.6033,1.07,0.0269,0.0005,25.01
ZF,C,Flowering,2,2,100.23,993.47,766.13,5.65,0.6298,1.07,0.0266,0.0005,25
ZF,C,Flowering,2,2,80.2,994.41,812.21,4.76,0.6487,1.06,0.0286,0.0005,25
ZF,C,Flowering,2,2,49.97,996.88,871.86,2.45,0.6564,1.06,0.0225,0.0004,24.97
ZF,C,Flowering,3,21,0.02,400.67,428.84,-0.7,#DIV/0!,1.04,0.0199,0.0003,25
ZF,C,Flowering,3,21,2000.07,375.69,304.94,22.56,0.1961,1.07,0.3474,0.0059,25.01
ZF,C,Flowering,3,21,1500.04,376.11,304.62,22.36,0.2606,1.04,0.3395,0.0056,25.02
ZF,C,Flowering,3,21,999.9,377.42,306.24,21.16,0.3665,0.99,0.3218,0.0051,25
ZF,C,Flowering,3,21,499.99,381.39,314.63,17.36,0.5312,0.97,0.2829,0.0044,24.99
ZF,C,Flowering,3,21,279.99,386.5,328.2,12.46,0.6245,0.97,0.2363,0.0037,25.01
ZF,C,Flowering,3,21,149.89,391.95,345.97,7.22,0.6677,0.99,0.18,0.0028,25.03
ZF,C,Flowering,3,21,100.03,394.42,352.7,4.91,0.6857,1.01,0.1378,0.0022,25
ZF,C,Flowering,3,21,80,395.67,353.22,3.87,0.6961,1.02,0.1068,0.0018,25
ZF,C,Flowering,3,21,50.04,397.47,361.16,2.23,0.7077,1.04,0.0743,0.0012,25.02
ZF,C,Flowering,3,21,1000,379.03,293.5,19.8,0.357,1.06,0.2481,0.0042,25.01
ZF,C,Flowering,3,21,999.87,236.59,182.89,12.79,0.3118,1.05,0.2549,0.0043,24.99
ZF,C,Flowering,3,21,1000.03,142.65,115.81,7.06,0.2563,1.04,0.2858,0.0047,24.97
ZF,C,Flowering,3,21,999.99,77.26,67.56,2.65,0.1984,1.03,0.3107,0.0051,24.99
ZF,C,Flowering,3,21,999.97,49.41,46.75,0.62,0.1683,1.02,0.3281,0.0053,25
ZF,C,Flowering,3,21,1000.13,382.09,280.97,17.17,0.3075,1.08,0.18,0.0031,24.99
ZF,C,Flowering,3,21,1000.07,382.41,269.93,16.95,0.3285,1.07,0.1586,0.0027,24.97
ZF,C,Flowering,3,21,999.79,382.32,268.7,17.05,0.3379,1.08,0.1579,0.0027,24.99
ZF,C,Flowering,3,21,1000.05,625.65,469.31,23.05,0.3593,1.08,0.157,0.0027,25.01
ZF,C,Flowering,3,21,1000.05,972.86,786.77,25.05,0.3493,1.09,0.1467,0.0026,25.03
ZF,C,Flowering,3,21,1000.02,1472.74,1268.65,23.84,0.322,1.1,0.1325,0.0023,25.01
ZF,C,Flowering,3,2,279.97,984.47,725.39,14.71,0.5606,1.06,0.0602,0.001,24.99
ZF,C,Flowering,3,2,149.85,992.12,790.28,7.22,0.5712,1.08,0.0388,0.0007,25.01
ZF,C,Flowering,3,2,99.99,994.33,802.39,5.14,0.602,1.07,0.0291,0.0005,25
ZF,C,Flowering,3,2,79.98,995.37,810.56,4.16,0.6127,1.06,0.0246,0.0004,24.99
ZF,C,Flowering,3,2,49.99,997.52,877.53,2.14,0.6321,1.06,0.0206,0.0004,24.95
ZF,C,Flowering,4,21,0.02,400.58,427.87,-0.47,#DIV/0!,1.04,0.0138,0.0002,25.01
ZF,C,Flowering,4,21,2000.11,378.82,308.35,18.72,0.151,1.08,0.2901,0.005,25.01
ZF,C,Flowering,4,21,1500.18,379.42,303.15,18.37,0.2075,1.05,0.2605,0.0044,25.01
ZF,C,Flowering,4,21,1000.14,380.29,297.39,17.79,0.3187,1.03,0.2301,0.0038,25
ZF,C,Flowering,4,21,499.96,383.08,296.76,15.32,0.5152,1,0.1895,0.003,25.01
ZF,C,Flowering,4,21,279.97,387.74,304.75,11.16,0.6225,1,0.1442,0.0023,25.02
ZF,C,Flowering,4,21,150.2,392.9,318.4,6.47,0.6709,1,0.0941,0.0015,24.99
ZF,C,Flowering,4,21,100.02,395.42,318.57,4.18,0.6892,1.02,0.0589,0.001,25.01
ZF,C,Flowering,4,21,79.97,396.61,318.92,3.16,0.6985,1.03,0.0441,0.0007,25.01
ZF,C,Flowering,4,21,49.97,398.13,330.71,1.77,0.7086,1.03,0.0288,0.0005,24.99
ZF,C,Flowering,4,21,999.75,381.35,295.95,16.81,0.3126,1.04,0.2108,0.0035,25
ZF,C,Flowering,4,21,999.91,238.37,184.89,10.62,0.2557,1.03,0.2126,0.0035,24.99
ZF,C,Flowering,4,21,999.89,143.53,116.83,5.93,0.1996,1.03,0.2413,0.004,24.98
ZF,C,Flowering,4,21,1000.14,77.64,68.46,2.21,0.1598,1.01,0.2761,0.0045,24.98
ZF,C,Flowering,4,21,999.86,49.46,46.7,0.59,0.1398,1.01,0.2967,0.0048,25
ZF,C,Flowering,4,21,1000.02,384.37,267.49,14.39,0.2705,1.09,0.1294,0.0023,25.08
ZF,C,Flowering,4,21,1000.03,384.24,270.94,14.53,0.2833,1.06,0.1349,0.0023,24.97
ZF,C,Flowering,4,21,1000.02,383.81,276.11,14.82,0.2924,1.05,0.1451,0.0025,25
ZF,C,Flowering,4,21,1000.03,625.59,473.5,22.01,0.341,1.05,0.1541,0.0026,25
ZF,C,Flowering,4,21,999.75,972.48,783.89,24.18,0.3411,1.06,0.1393,0.0024,25.01
ZF,C,Flowering,4,21,1000,1472.15,1253.55,23.56,0.3191,1.07,0.1207,0.0021,25.01
ZF,C,Flowering,4,2,279.96,983.12,699.51,15.26,0.5792,1.05,0.0567,0.001,25
ZF,C,Flowering,4,2,149.91,991.56,711.39,7.61,0.5919,1.04,0.0287,0.0005,25
ZF,C,Flowering,4,2,100.01,994.2,751.07,5.09,0.6121,1.05,0.0223,0.0004,24.99
ZF,C,Flowering,4,2,79.99,994.91,777.8,4.41,0.639,1.05,0.0218,0.0004,25
